Product Line,Product Category,Date,Net Total Revenue,Net Product Revenue,Net Shipping Revenue,Cost of Goods Sold,Shipping Cost,Paid Order Count
layflat photo albums,books,2019-05-12,"$2,221","$2,035",$186,$735,$139,15
wedding guest books,books,2019-05-12,"$1,540","$1,361",$179,$545,$113,12
everyday print set,prints,2019-05-12,"$1,269",$914,$354,$319,$229,88
everyday photo books,books,2019-05-12,"$1,192","$1,017",$174,$384,$124,24
large format prints,prints,2019-05-12,$870,$704,$166,$203,$115,21
softcover photo books,books,2019-05-12,$772,$617,$154,$234,$85,20
wedding guest book set,books,2019-05-12,$723,$654,$70,$326,$60,8
gallery frames,frames,2019-05-12,$719,$610,$109,$291,$99,14
baby book,books,2019-05-12,$600,$513,$87,$177,$88,9
metal tabletop frames,frames,2019-05-12,$594,$509,$85,$211,$80,12
thank you cards,cards,2019-05-12,$513,$448,$64,$126,$59,12
brass & wood display box,photo holders,2019-05-12,$393,$327,$66,$149,$66,10
modern metal frames,frames,2019-05-12,$372,$323,$49,$148,$32,4
color series photo book,books,2019-05-12,$324,$227,$97,$59,$62,16
save the dates,cards,2019-05-12,$276,$253,$23,$70,$18,3
signature prints,prints,2019-05-12,$225,$192,$33,$74,$18,6
wooden tabletop frames,frames,2019-05-12,$186,$163,$23,$62,$19,3
birth announcements,cards,2019-05-12,$174,$159,$15,$32,$12,3
wood block and prints,photo holders,2019-05-12,$172,$119,$53,$36,$34,12
brass easel calendars,calendars,2019-05-12,$124,$100,$24,$45,$16,4
wedding invitations,cards,2019-05-12,$124,$114,$10,$26,$8,2
calendar refills,calendars,2019-05-12,$113,$77,$36,$23,$17,10
wood calendars,calendars,2019-05-12,$107,$76,$31,$25,$21,6
rsvp cards,cards,2019-05-12,$81,$72,$9,$24,$7,3
float frames,frames,2019-05-12,$65,$55,$10,$25,$5,1
baby book refill pack,books,2019-05-12,$55,$44,$11,$13,$12,3
framed canvas,frames,2019-05-12,$54,$51,$3,$28,$4,1
deep set frames,frames,2019-05-12,$50,$42,$7,$21,$4,1
wooden photo ledge,photo holders,2019-05-12,$41,$35,$6,$11,$4,1
wooden box,photo holders,2019-05-12,$40,$34,$6,$13,$7,1
walnut wood calendars,calendars,2019-05-12,$36,$28,$8,$9,$6,2
enclosure cards,cards,2019-05-12,$35,$32,$3,$8,$2,2
brass easel + prints,photo holders,2019-05-12,$34,$28,$6,$11,$4,1
wedding envelope seals,cards,2019-05-12,$5,$4,$0,$1,$0,1
hardcover photo books,books,2019-05-13,"$3,451","$2,845",$605,$871,$629,52
wedding guest books,books,2019-05-13,"$2,795","$2,397",$397,"$1,025",$256,26
wedding layflat photo albums,books,2019-05-13,"$2,610","$2,372",$237,"$1,233",$242,19
layflat photo albums,books,2019-05-13,"$2,438","$2,184",$254,"$1,159",$231,18
everyday print set,prints,2019-05-13,"$1,607","$1,187",$419,$471,$318,95
everyday photo books,books,2019-05-13,"$1,562","$1,302",$260,$587,$190,34
softcover photo books,books,2019-05-13,"$1,295","$1,045",$250,$460,$216,43
gallery frames,frames,2019-05-13,"$1,094",$930,$164,$494,$154,9
large format prints,prints,2019-05-13,$959,$791,$167,$235,$145,29
float frames,frames,2019-05-13,$763,$670,$93,$305,$70,4
color series photo book,books,2019-05-13,$720,$556,$163,$156,$179,23
modern metal frames,frames,2019-05-13,$677,$574,$103,$258,$90,9
thank you cards,cards,2019-05-13,$643,$540,$102,$172,$102,11
baby book,books,2019-05-13,$597,$531,$66,$197,$69,9
signature prints,prints,2019-05-13,$386,$324,$61,$136,$52,8
wedding guest book set,books,2019-05-13,$356,$292,$64,$166,$61,4
framed canvas,frames,2019-05-13,$325,$279,$46,$145,$17,2
birth announcements,cards,2019-05-13,$189,$169,$20,$36,$17,5
metal tabletop frames,frames,2019-05-13,$189,$158,$31,$77,$25,4
brass & wood display box,photo holders,2019-05-13,$174,$145,$29,$84,$34,5
design your own cards,cards,2019-05-13,$171,$144,$26,$38,$28,7
brass easel calendars,calendars,2019-05-13,$162,$116,$46,$47,$34,4
deep set frames,frames,2019-05-13,$153,$117,$36,$64,$32,2
wood block and prints,photo holders,2019-05-13,$129,$86,$44,$27,$27,9
wood calendars,calendars,2019-05-13,$98,$75,$22,$27,$19,5
calendar refills,calendars,2019-05-13,$93,$52,$41,$14,$36,5
cork and brass,photo holders,2019-05-13,$77,$60,$17,$33,$13,2
wedding invitations,cards,2019-05-13,$68,$63,$5,$12,$8,1
brass easel + prints,photo holders,2019-05-13,$66,$51,$14,$22,$10,2
save the dates,cards,2019-05-13,$63,$57,$5,$28,$12,2
walnut wood calendars,calendars,2019-05-13,$52,$41,$10,$25,$20,3
wooden tabletop frames,frames,2019-05-13,$42,$30,$12,$13,$12,1
baby book refill pack,books,2019-05-13,$41,$34,$7,$11,$6,3
wood block refill packs,photo holders,2019-05-13,$36,$30,$5,$7,$7,1
solidwool calendars,calendars,2019-05-13,$22,$17,$5,$9,$4,1
walnut print block,photo holders,2019-05-13,$19,$15,$4,$4,$3,1
rsvp cards,cards,2019-05-13,$0,$0,$0,$3,$2,0
table numbers,cards,2019-05-13,$0,$0,$0,$8,$3,0
hardcover photo books,books,2019-05-14,"$4,763","$4,118",$645,"$1,059",$545,65
layflat photo albums,books,2019-05-14,"$4,733","$4,336",$397,"$2,001",$402,33
gallery frames,frames,2019-05-14,"$2,486","$2,001",$485,"$1,169",$416,15
everyday print set,prints,2019-05-14,"$2,486","$1,845",$640,$724,$442,130
softcover photo books,books,2019-05-14,"$1,973","$1,672",$301,$548,$199,37
wedding layflat photo albums,books,2019-05-14,"$1,956","$1,791",$165,$935,$216,13
wedding guest books,books,2019-05-14,"$1,930","$1,684",$245,$779,$173,19
everyday photo books,books,2019-05-14,"$1,309","$1,050",$259,$414,$149,29
walnut print block,photo holders,2019-05-14,"$1,099","$1,035",$64,$414,$34,9
baby book,books,2019-05-14,$966,$846,$120,$315,$181,14
large format prints,prints,2019-05-14,$714,$600,$113,$175,$122,25
signature prints,prints,2019-05-14,$622,$578,$43,$202,$18,7
thank you cards,cards,2019-05-14,$607,$547,$60,$163,$66,13
color series photo book,books,2019-05-14,$573,$407,$166,$133,$139,23
wedding guest book set,books,2019-05-14,$500,$440,$60,$267,$52,7
wedding invitations,cards,2019-05-14,$477,$438,$38,$98,$26,5
float frames,frames,2019-05-14,$422,$382,$39,$166,$40,3
design your own cards,cards,2019-05-14,$380,$338,$42,$88,$38,8
wooden tabletop frames,frames,2019-05-14,$366,$305,$61,$130,$41,5
modern metal frames,frames,2019-05-14,$326,$266,$60,$329,$205,4
metal tabletop frames,frames,2019-05-14,$227,$197,$29,$92,$35,4
wood calendars,calendars,2019-05-14,$221,$174,$47,$60,$26,10
wood block and prints,photo holders,2019-05-14,$195,$149,$46,$39,$34,12
brass easel calendars,calendars,2019-05-14,$166,$135,$30,$58,$21,4
wooden hanger,photo holders,2019-05-14,$164,$135,$29,$71,$19,1
framed canvas,frames,2019-05-14,$160,$144,$16,$77,$15,2
birth announcements,cards,2019-05-14,$158,$141,$17,$54,$45,4
wooden box,photo holders,2019-05-14,$91,$79,$11,$24,$5,1
brass & wood display box,photo holders,2019-05-14,$70,$62,$7,$38,$15,3
cork and brass,photo holders,2019-05-14,$69,$54,$15,$25,$9,3
calendar refills,calendars,2019-05-14,$68,$48,$20,$20,$13,6
walnut wood calendars,calendars,2019-05-14,$62,$47,$14,$24,$11,3
brass easel + prints,photo holders,2019-05-14,$51,$47,$4,$22,$3,1
wooden photo ledge,photo holders,2019-05-14,$34,$30,$4,$8,$3,1
enclosure cards,cards,2019-05-14,$25,$8,$17,$1,$11,1
wedding sample kit,cards,2019-05-14,$22,$0,$22,$61,$18,0
wedding envelope seals,cards,2019-05-14,$14,$13,$1,$2,$1,1
rsvp cards,cards,2019-05-14,$0,$1,-$1,$3,$2,1
wedding layflat photo albums,books,2019-05-15,"$4,322","$4,057",$265,"$1,659",$253,21
hardcover photo books,books,2019-05-15,"$3,791","$3,246",$545,$910,$510,47
layflat photo albums,books,2019-05-15,"$2,592","$2,347",$245,$930,$230,19
wedding guest books,books,2019-05-15,"$2,019","$1,729",$290,$824,$194,18
everyday print set,prints,2019-05-15,"$1,987","$1,504",$482,$584,$365,97
softcover photo books,books,2019-05-15,"$1,579","$1,304",$274,$546,$221,40
gallery frames,frames,2019-05-15,"$1,229","$1,047",$182,$623,$277,14
everyday photo books,books,2019-05-15,$856,$706,$150,$345,$101,19
baby book,books,2019-05-15,$747,$662,$84,$256,$90,12
large format prints,prints,2019-05-15,$699,$577,$122,$172,$114,19
modern metal frames,frames,2019-05-15,$512,$448,$64,$210,$58,5
color series photo book,books,2019-05-15,$484,$375,$109,$98,$105,14
thank you cards,cards,2019-05-15,$471,$384,$87,$125,$114,13
brass easel calendars,calendars,2019-05-15,$348,$281,$66,$119,$46,8
design your own cards,cards,2019-05-15,$290,$236,$54,$81,$55,8
deep set frames,frames,2019-05-15,$290,$251,$39,$135,$51,3
wood block and prints,photo holders,2019-05-15,$235,$162,$73,$51,$56,13
metal tabletop frames,frames,2019-05-15,$231,$194,$37,$99,$38,4
brass & wood display box,photo holders,2019-05-15,$222,$190,$32,$81,$36,7
wedding guest book set,books,2019-05-15,$190,$162,$27,$87,$20,2
float frames,frames,2019-05-15,$162,$142,$20,$88,$55,3
wedding invitations,cards,2019-05-15,$148,$141,$7,$31,$5,1
wooden photo ledge,photo holders,2019-05-15,$132,$117,$15,$31,$14,3
birth announcements,cards,2019-05-15,$112,$101,$11,$21,$8,2
walnut wood calendars,calendars,2019-05-15,$101,$73,$28,$27,$19,4
wooden tabletop frames,frames,2019-05-15,$97,$88,$9,$48,$15,1
walnut print block,photo holders,2019-05-15,$76,$56,$20,$20,$23,5
signature prints,prints,2019-05-15,$71,$60,$10,$21,$6,2
calendar refills,calendars,2019-05-15,$68,$48,$19,$14,$13,6
wood calendars,calendars,2019-05-15,$44,$33,$10,$17,$11,3
brass easel + prints,photo holders,2019-05-15,$34,$28,$6,$11,$5,1
cork and brass,photo holders,2019-05-15,$23,$18,$5,$8,$3,1
baby book refill pack,books,2019-05-15,$14,$13,$1,$4,$2,1
holiday cards,cards,2019-05-15,$12,$8,$4,$2,$2,1
wedding sample kit,cards,2019-05-15,$12,$0,$12,$30,$10,0
wooden hanger,photo holders,2019-05-15,$2,$3,-$2,$19,$5,1
layflat photo albums,books,2019-05-16,"$4,225","$3,883",$343,"$1,721",$278,27
hardcover photo books,books,2019-05-16,"$3,808","$3,338",$470,$866,$426,53
wedding layflat photo albums,books,2019-05-16,"$3,768","$3,489",$279,"$1,514",$247,23
everyday print set,prints,2019-05-16,"$2,083","$1,518",$565,$569,$414,123
softcover photo books,books,2019-05-16,"$1,691","$1,409",$282,$525,$197,48
wedding guest books,books,2019-05-16,"$1,581","$1,403",$178,$579,$122,15
everyday photo books,books,2019-05-16,"$1,381","$1,194",$186,$525,$116,31
large format prints,prints,2019-05-16,"$1,268","$1,060",$207,$322,$134,31
baby book,books,2019-05-16,"$1,019",$899,$120,$334,$94,16
modern metal frames,frames,2019-05-16,$971,$782,$189,$362,$185,11
gallery frames,frames,2019-05-16,$759,$625,$133,$354,$99,11
metal tabletop frames,frames,2019-05-16,$666,$574,$91,$281,$102,9
color series photo book,books,2019-05-16,$644,$526,$118,$155,$90,22
wedding guest book set,books,2019-05-16,$626,$556,$69,$277,$54,6
design your own cards,cards,2019-05-16,$504,$434,$70,$115,$61,10
float frames,frames,2019-05-16,$412,$352,$59,$174,$46,3
thank you cards,cards,2019-05-16,$352,$307,$45,$74,$42,10
brass & wood display box,photo holders,2019-05-16,$284,$251,$32,$137,$42,9
deep set frames,frames,2019-05-16,$222,$170,$52,$88,$26,4
framed canvas,frames,2019-05-16,$222,$200,$21,$90,$23,2
wooden photo ledge,photo holders,2019-05-16,$203,$173,$30,$58,$26,3
wood block and prints,photo holders,2019-05-16,$195,$153,$43,$48,$30,13
signature prints,prints,2019-05-16,$188,$164,$24,$63,$30,5
wedding invitations,cards,2019-05-16,$160,$148,$11,$24,$7,2
birth announcements,cards,2019-05-16,$146,$115,$31,$33,$26,4
save the dates,cards,2019-05-16,$129,$121,$7,$102,$10,1
wood calendars,calendars,2019-05-16,$108,$89,$19,$31,$10,3
brass easel calendars,calendars,2019-05-16,$102,$83,$19,$32,$13,3
wooden tabletop frames,frames,2019-05-16,$93,$84,$9,$42,$8,1
walnut print block,photo holders,2019-05-16,$77,$67,$10,$20,$8,4
calendar refills,calendars,2019-05-16,$61,$48,$13,$14,$10,4
baby book refill pack,books,2019-05-16,$55,$48,$7,$15,$9,5
wooden hanger,photo holders,2019-05-16,$52,$46,$6,$25,$5,1
walnut wood calendars,calendars,2019-05-16,$40,$33,$7,$11,$4,2
brass easel + prints,photo holders,2019-05-16,$30,$23,$6,$22,$9,1
wedding sample kit,cards,2019-05-16,$4,$0,$4,$10,$3,0
table numbers,cards,2019-05-16,$0,$0,$0,$15,$7,1
wooden box,photo holders,2019-05-16,$0,$0,$0,$13,$6,0
wedding layflat photo albums,books,2019-05-17,"$2,455","$2,270",$185,$766,$134,12
hardcover photo books,books,2019-05-17,"$2,272","$1,950",$322,$548,$256,34
layflat photo albums,books,2019-05-17,"$1,238","$1,102",$135,$477,$109,10
everyday print set,prints,2019-05-17,"$1,115",$846,$269,$293,$175,61
softcover photo books,books,2019-05-17,$880,$729,$151,$307,$80,19
large format prints,prints,2019-05-17,$701,$597,$104,$159,$93,13
everyday photo books,books,2019-05-17,$666,$577,$89,$241,$68,14
wedding guest books,books,2019-05-17,$629,$565,$64,$239,$40,6
baby book,books,2019-05-17,$613,$531,$82,$177,$70,8
thank you cards,cards,2019-05-17,$444,$402,$43,$97,$37,9
color series photo book,books,2019-05-17,$325,$275,$50,$76,$41,11
float frames,frames,2019-05-17,$304,$268,$35,$118,$31,3
wood block and prints,photo holders,2019-05-17,$239,$178,$61,$54,$33,13
modern metal frames,frames,2019-05-17,$239,$208,$30,$82,$20,3
brass & wood display box,photo holders,2019-05-17,$183,$155,$28,$96,$25,5
gallery frames,frames,2019-05-17,$162,$138,$24,$58,$16,3
wedding guest book set,books,2019-05-17,$156,$147,$10,$198,$57,1
metal tabletop frames,frames,2019-05-17,$154,$133,$20,$53,$16,3
signature prints,prints,2019-05-17,$124,$101,$24,$99,$47,5
brass easel calendars,calendars,2019-05-17,$108,$85,$22,$34,$15,3
cork and brass,photo holders,2019-05-17,$99,$90,$9,$58,$13,1
framed canvas,frames,2019-05-17,$76,$70,$7,$33,$6,1
birth announcements,cards,2019-05-17,$73,$68,$5,$13,$6,1
design your own cards,cards,2019-05-17,$65,$52,$12,$17,$11,3
wood calendars,calendars,2019-05-17,$55,$43,$12,$15,$8,2
wooden tabletop frames,frames,2019-05-17,$47,$35,$13,$16,$18,1
deep set frames,frames,2019-05-17,$47,$35,$12,$14,$12,1
walnut wood calendars,calendars,2019-05-17,$42,$33,$9,$11,$7,2
wooden photo ledge,photo holders,2019-05-17,$30,$25,$5,$8,$3,1
calendar refills,calendars,2019-05-17,$22,$15,$7,$4,$4,2
wedding sample kit,cards,2019-05-17,$7,$0,$6,$5,$5,0
walnut print block,photo holders,2019-05-17,$0,$0,$0,$15,$10,0
layflat photo albums,books,2019-05-18,"$1,399","$1,264",$135,$464,$85,12
wedding guest books,books,2019-05-18,"$1,351","$1,207",$144,$493,$99,13
everyday print set,prints,2019-05-18,"$1,276",$949,$327,$329,$220,64
wedding layflat photo albums,books,2019-05-18,"$1,266","$1,190",$76,$419,$61,7
hardcover photo books,books,2019-05-18,"$1,170","$1,020",$150,$251,$115,18
baby book,books,2019-05-18,$656,$582,$74,$197,$77,9
softcover photo books,books,2019-05-18,$596,$482,$113,$169,$79,15
large format prints,prints,2019-05-18,$591,$493,$98,$136,$62,19
everyday photo books,books,2019-05-18,$436,$361,$75,$146,$39,10
birth announcements,cards,2019-05-18,$348,$281,$67,$64,$37,6
color series photo book,books,2019-05-18,$291,$229,$61,$54,$61,8
gallery frames,frames,2019-05-18,$246,$205,$41,$88,$38,4
wedding guest book set,books,2019-05-18,$239,$223,$16,$113,$14,2
thank you cards,cards,2019-05-18,$199,$162,$36,$40,$28,5
wood block and prints,photo holders,2019-05-18,$182,$130,$52,$42,$57,9
design your own cards,cards,2019-05-18,$157,$142,$15,$63,$13,3
brass & wood display box,photo holders,2019-05-18,$138,$110,$27,$49,$27,4
save the dates,cards,2019-05-18,$100,$94,$6,$21,$9,1
wooden box,photo holders,2019-05-18,$87,$65,$22,$80,$23,2
brass easel calendars,calendars,2019-05-18,$62,$52,$9,$22,$6,2
wood calendars,calendars,2019-05-18,$58,$48,$10,$15,$5,3
baby book refill pack,books,2019-05-18,$52,$36,$15,$11,$15,4
wooden photo ledge,photo holders,2019-05-18,$50,$46,$3,$12,$7,1
walnut print block,photo holders,2019-05-18,$48,$39,$9,$11,$6,3
calendar refills,calendars,2019-05-18,$48,$25,$23,$8,$14,3
walnut wood calendars,calendars,2019-05-18,$37,$30,$6,$9,$5,1
wedding invitations,cards,2019-05-18,$36,$31,$5,$4,$5,1
cork and brass,photo holders,2019-05-18,$26,$21,$5,$8,$3,1
wood cleat,photo holders,2019-05-18,$25,$20,$5,$11,$5,1
wedding sample kit,cards,2019-05-18,$2,$0,$2,$10,$2,0
hardcover photo books,books,2019-05-19,"$2,571","$2,182",$389,$529,$305,40
layflat photo albums,books,2019-05-19,"$2,271","$2,074",$196,$738,$127,15
wedding guest books,books,2019-05-19,"$1,604","$1,431",$173,$614,$133,17
everyday print set,prints,2019-05-19,"$1,599","$1,169",$430,$400,$275,96
wedding layflat photo albums,books,2019-05-19,"$1,004",$914,$90,$458,$73,8
softcover photo books,books,2019-05-19,$973,$760,$213,$273,$133,32
everyday photo books,books,2019-05-19,$841,$701,$140,$278,$70,22
large format prints,prints,2019-05-19,$760,$661,$98,$190,$78,19
baby book,books,2019-05-19,$649,$573,$76,$197,$73,10
thank you cards,cards,2019-05-19,$504,$435,$68,$115,$64,12
gallery frames,frames,2019-05-19,$332,$290,$42,$119,$29,5
design your own cards,cards,2019-05-19,$310,$287,$22,$130,$16,3
brass easel calendars,calendars,2019-05-19,$293,$224,$69,$88,$47,7
color series photo book,books,2019-05-19,$287,$213,$73,$54,$40,10
wedding guest book set,books,2019-05-19,$246,$221,$25,$119,$21,3
modern metal frames,frames,2019-05-19,$236,$217,$19,$87,$15,2
signature prints,prints,2019-05-19,$209,$163,$46,$58,$35,7
wood block and prints,photo holders,2019-05-19,$175,$119,$56,$36,$41,10
wedding invitations,cards,2019-05-19,$153,$146,$7,$69,$15,1
birth announcements,cards,2019-05-19,$122,$101,$21,$21,$17,5
wooden tabletop frames,frames,2019-05-19,$76,$56,$19,$25,$19,2
baby book refill pack,books,2019-05-19,$75,$60,$15,$17,$18,5
save the dates,cards,2019-05-19,$74,$68,$5,$20,$5,1
brass & wood display box,photo holders,2019-05-19,$70,$60,$10,$25,$10,2
wood calendars,calendars,2019-05-19,$65,$50,$15,$15,$12,4
walnut print block,photo holders,2019-05-19,$64,$40,$24,$13,$15,3
calendar refills,calendars,2019-05-19,$36,$25,$11,$8,$5,3
wooden photo ledge,photo holders,2019-05-19,$35,$31,$4,$11,$4,1
walnut wood calendars,calendars,2019-05-19,$35,$27,$8,$9,$5,1
brass easel + prints,photo holders,2019-05-19,$34,$28,$6,$11,$4,1
wood cleat,photo holders,2019-05-19,$25,$20,$5,$11,$5,1
matted print refills for frames,frames,2019-05-19,$24,$17,$7,$6,$5,1
wedding sample kit,cards,2019-05-19,$2,$0,$2,$5,$2,0
hardcover photo books,books,2019-05-20,"$3,482","$2,941",$540,$689,$434,47
everyday print set,prints,2019-05-20,"$2,043","$1,417",$626,$503,$423,109
wedding layflat photo albums,books,2019-05-20,"$1,892","$1,705",$187,$622,$174,13
layflat photo albums,books,2019-05-20,"$1,730","$1,579",$151,$615,$111,13
wedding guest books,books,2019-05-20,"$1,647","$1,425",$221,$523,$149,14
softcover photo books,books,2019-05-20,"$1,433","$1,077",$355,$425,$239,46
everyday photo books,books,2019-05-20,"$1,364","$1,123",$241,$450,$104,37
large format prints,prints,2019-05-20,"$1,091",$897,$194,$302,$147,29
gallery frames,frames,2019-05-20,$747,$630,$117,$292,$106,10
birth announcements,cards,2019-05-20,$679,$613,$66,$141,$57,7
modern metal frames,frames,2019-05-20,$508,$442,$66,$179,$38,5
color series photo book,books,2019-05-20,$452,$348,$104,$104,$101,17
save the dates,cards,2019-05-20,$412,$379,$33,$92,$25,5
baby book,books,2019-05-20,$331,$291,$39,$138,$50,5
metal tabletop frames,frames,2019-05-20,$316,$261,$54,$117,$41,6
